Datatype: kernel_timings_GPU_n21
NC 	MAXOCCUPANCY 	BIRTH 	INFECTIONS 	NEWINFECTIONS 	PHAGEDECAY 	MOVEMENT 	SWAPZERO 	UPDATEOCCUPANCY 	NUTRIENTDIFFUSION 	SWAPZERO2
12	5	21	67	21	13	322	1	15	14	1
12	5	15	62	21	12	324	1	15	14	1
12	5	16	58	21	12	317	1	15	14	1
12	5	16	60	21	12	317	1	14	14	1
12	5	16	62	21	12	313	1	15	14	1
12	5	19	67	25	13	313	1	15	14	1
12	5	15	56	22	12	317	1	15	15	1
12	5	16	61	21	12	314	1	15	14	1
12	5	16	62	21	16	313	1	15	14	1
17	5	16	62	22	12	313	1	15	14	1
12	5	15	62	21	11	315	1	15	14	1
12	5	15	62	21	12	316	1	19	13	1
11	5	15	60	21	12	315	1	15	14	1
12	5	15	60	21	12	316	1	15	15	1
12	5	15	60	21	11	315	2	15	14	1
12	5	15	60	21	12	317	1	15	14	1
11	5	15	64	21	12	313	1	16	15	1
12	5	15	59	21	12	312	1	15	14	1
12	5	15	56	21	12	317	1	15	14	1
17	5	16	60	21	12	316	2	15	14	1
11	5	16	61	21	12	318	1	15	14	1
12	5	15	61	21	12	313	1	15	14	1
12	5	15	62	21	11	313	1	15	14	1
12	5	15	56	21	12	320	1	15	14	1
11	5	14	60	21	12	312	1	15	14	1
12	5	15	62	25	12	315	1	15	14	1
12	5	15	63	24	12	311	1	15	14	1
12	5	15	55	24	12	318	1	15	15	1
11	5	14	57	24	12	315	1	15	14	1
16	5	20	61	21	12	317	2	15	15	1
12	5	15	70	27	12	315	1	15	15	1
12	5	15	60	20	12	317	1	15	14	1
12	5	15	67	21	12	316	1	14	14	1
12	5	16	58	21	12	313	1	15	14	1
12	5	15	61	21	12	312	1	15	14	1
12	5	15	61	20	13	319	1	15	14	1
12	5	16	59	21	12	314	1	14	13	1
12	5	15	61	21	12	314	1	15	14	1
12	5	15	57	21	12	313	1	15	14	1
17	5	15	61	21	12	314	2	15	15	1
12	5	15	56	21	12	319	1	15	15	1
13	5	15	62	21	12	313	1	15	14	1
12	5	15	60	21	12	317	1	15	14	1
12	5	15	61	21	12	312	1	15	15	1
12	5	15	58	20	12	318	1	15	14	1
12	5	16	64	21	12	315	1	14	18	1
13	5	15	60	21	12	314	2	15	14	1
12	5	15	61	21	13	326	1	15	14	1
12	5	16	56	21	12	393	1	15	13	1
17	5	14	65	21	16	314	1	15	14	1
12	5	15	59	21	12	312	1	15	14	1
12	5	15	62	21	12	312	1	15	14	1
12	5	16	57	22	12	321	1	15	14	1
12	5	14	62	21	12	312	1	18	15	1
12	5	15	62	21	16	314	1	15	14	1
12	5	16	59	21	12	315	1	15	15	1
12	5	16	55	21	12	317	1	15	14	1
12	5	14	64	21	12	316	2	15	14	1
12	5	15	59	21	12	313	1	15	14	1
17	5	15	61	21	12	313	2	15	14	1
12	5	16	62	21	11	315	1	15	14	1
12	5	15	59	21	12	318	1	15	13	1
11	5	16	59	21	12	314	1	15	14	1
13	5	16	59	21	12	313	1	15	15	1
12	5	15	62	21	11	324	1	15	15	1
12	5	15	58	21	12	318	1	15	13	1
11	5	15	72	22	12	320	1	15	14	1
12	5	15	64	21	12	313	1	15	14	1
13	5	15	66	20	11	317	1	15	15	1
17	5	16	56	21	12	322	2	15	14	1
12	5	14	59	21	12	314	1	15	14	1
12	5	15	60	21	12	314	1	15	14	1
12	5	15	60	21	12	312	1	15	14	1
12	5	15	59	21	12	316	1	15	14	1
12	5	14	73	20	12	317	1	15	14	1
12	5	16	57	21	12	309	1	15	14	1
12	5	15	59	21	12	315	1	15	14	1
12	5	15	57	21	12	316	1	15	14	1
12	5	15	67	21	12	313	1	15	15	1
16	5	15	66	21	12	325	2	15	14	1
12	5	22	57	25	12	324	1	15	14	1
12	5	15	58	20	12	318	1	15	14	1
13	5	16	62	21	12	316	1	14	14	1
12	5	15	60	21	12	318	1	15	14	1
12	5	16	60	21	12	315	1	15	14	1
12	5	19	60	19	13	318	2	15	14	1
12	5	16	63	21	12	320	1	14	14	1
12	5	15	62	21	12	313	1	15	14	1
12	5	16	56	20	11	292	1	14	13	1
16	5	15	59	20	11	287	1	14	13	1
11	5	14	56	20	12	296	1	14	13	1
11	5	14	56	24	11	309	1	15	14	1
12	5	15	63	19	12	310	1	14	13	1
11	5	14	55	18	11	296	1	18	15	1
12	5	15	59	19	12	317	1	15	14	1
12	5	15	58	19	12	329	2	15	14	1
12	5	22	57	21	12	313	1	15	14	1
12	5	15	61	25	12	311	1	15	14	1
12	5	15	56	19	12	315	1	15	19	1
17	5	15	62	19	12	317	1	15	14	1
11	5	14	59	19	12	371	2	15	15	1
12	5	16	61	21	12	313	1	15	14	1
12	5	15	59	24	12	322	1	15	14	1
12	5	15	55	19	12	318	1	14	13	1
12	5	16	65	19	12	314	1	15	15	1
12	5	15	62	21	12	316	2	15	15	1
12	5	15	59	24	12	317	1	15	14	1
12	5	16	61	19	12	319	1	14	17	1
13	5	16	65	21	12	323	1	15	14	1
17	5	16	72	25	12	322	2	15	14	1
12	5	16	56	18	11	322	1	18	15	1
12	5	15	61	21	20	315	1	14	14	1
12	5	16	61	25	12	324	1	15	15	1
12	13	16	60	19	12	313	1	15	14	1
12	5	15	57	21	12	324	2	15	14	1
12	5	16	61	25	12	318	1	15	14	1
12	5	15	56	19	12	311	1	15	14	1
12	5	15	59	21	12	319	1	15	14	1
12	5	16	58	25	12	315	1	15	15	1
17	5	16	56	19	12	322	2	15	14	1
11	5	14	66	21	12	312	1	15	14	1
12	5	16	60	25	12	311	1	15	14	1
12	5	15	61	21	12	319	1	15	14	1
12	5	15	60	25	12	317	1	15	14	1
11	5	16	62	21	12	317	1	15	14	1
12	5	15	58	25	12	311	1	15	14	1
12	5	15	59	21	12	315	1	15	14	1
12	5	15	60	25	12	318	1	15	14	1
11	5	15	63	21	12	314	1	15	14	1
17	5	15	65	25	12	316	1	15	14	1
12	5	15	64	21	12	312	1	15	14	1
12	5	15	59	26	12	319	1	15	14	1
12	5	15	60	21	12	314	1	15	15	5
13	5	15	59	25	12	312	1	15	14	1
12	5	15	59	21	12	320	1	15	14	1
12	5	16	55	25	12	317	1	15	14	1
12	5	15	60	21	13	315	1	15	15	1
12	5	15	59	25	12	314	1	15	14	5
13	5	16	64	25	12	312	1	15	15	1
17	5	16	59	30	11	318	2	15	14	1
12	5	16	60	21	12	317	1	14	13	1
12	5	16	66	25	12	314	1	15	15	1
12	5	15	60	21	12	311	1	15	14	1
12	5	16	63	24	11	314	1	15	14	1
12	5	15	55	21	12	316	1	14	13	1
11	5	15	60	25	12	317	1	15	14	1
12	5	15	60	21	12	327	1	15	14	1
17	5	15	60	26	12	315	1	15	14	1
12	5	15	62	28	12	315	1	14	14	1
16	5	14	63	27	12	313	1	15	14	1
12	5	15	60	27	12	313	1	15	15	1
12	5	15	61	28	11	316	1	15	14	1
12	5	16	58	27	13	317	1	15	13	1
11	5	15	59	32	13	313	1	15	14	1
12	5	16	66	27	12	313	1	15	14	1
12	5	15	68	26	12	316	1	15	14	1
12	5	15	59	27	13	320	1	14	13	1
12	5	15	59	27	12	312	1	15	14	1
12	5	15	62	29	12	312	1	15	15	1
17	5	16	60	28	11	314	2	15	15	1
12	5	15	62	28	12	318	1	15	13	1
11	5	15	56	29	12	318	1	15	14	1
12	5	16	61	28	12	314	1	15	15	1
12	5	15	62	28	11	315	1	15	14	1
12	5	16	59	28	12	316	1	13	13	1
11	5	15	59	27	12	311	1	15	14	1
12	5	15	68	28	12	331	2	16	15	1
12	5	16	69	28	12	314	1	15	14	1
12	5	15	66	27	12	317	2	15	14	1
17	5	16	68	28	12	313	1	15	14	1
12	5	15	60	28	12	311	1	15	14	1
12	5	15	58	26	12	317	2	15	14	1
12	5	16	64	27	12	312	1	14	14	1
12	5	15	66	28	12	320	2	15	15	1
19	5	15	59	27	12	377	2	15	15	1
12	5	20	62	28	12	323	1	14	14	1
12	5	16	65	28	12	317	2	15	14	1
12	5	15	62	28	12	311	1	15	15	1
12	5	16	55	26	13	317	1	15	14	1
17	5	16	59	27	12	318	2	15	13	1
11	5	15	62	27	12	325	1	15	14	1
12	5	16	62	27	12	325	1	15	15	1
12	5	15	71	27	12	318	1	15	14	1
12	5	15	59	28	12	317	1	15	15	1
12	5	15	68	29	12	312	1	15	15	1
12	5	15	60	28	12	314	1	15	15	1
12	5	15	59	28	12	318	1	15	15	1
11	5	16	61	28	12	313	1	15	14	1
12	5	15	61	31	12	314	1	15	14	1
17	5	15	63	28	12	314	2	15	14	1
12	5	15	64	27	12	324	1	15	14	1
12	5	14	62	28	12	328	1	15	14	1
13	5	16	70	28	12	312	2	15	14	1
12	5	15	64	27	11	320	1	15	14	1
12	5	15	64	28	12	316	1	14	13	1
12	5	15	64	27	12	312	1	15	14	1
12	5	15	56	28	12	316	1	15	14	1
12	5	16	60	26	12	316	1	15	14	1
12	5	16	62	27	12	316	1	14	15	1
16	5	15	62	31	12	314	1	15	15	1
12	5	16	69	28	12	311	1	15	14	1
12	5	15	64	27	11	315	1	15	16	1
13	5	16	59	27	12	317	1	14	13	1
11	5	16	64	28	12	319	1	15	15	1
12	5	15	61	28	12	315	1	15	14	1
12	5	15	64	30	12	320	1	15	14	1
13	5	15	57	28	12	320	2	14	14	1
12	5	15	61	27	12	319	1	15	14	1
12	14	15	61	28	12	322	1	15	21	1
17	5	16	60	26	12	320	2	15	15	1
12	5	16	61	31	17	316	1	14	15	1
12	5	15	64	27	12	313	1	15	14	1
12	5	16	65	28	12	311	1	15	14	1
12	5	15	57	28	12	318	1	15	14	1
12	5	14	62	31	12	302	1	14	13	1
11	5	14	55	27	11	293	1	13	13	1
11	5	14	55	27	11	291	1	15	13	1
11	5	14	56	30	11	288	1	14	14	1
12	5	15	55	27	11	287	1	14	13	1
16	5	15	66	28	12	313	2	15	14	1
12	5	15	66	31	12	314	1	15	14	1
12	5	16	61	27	11	315	1	15	15	1
12	5	15	69	28	12	317	1	14	13	1
11	5	16	57	31	12	311	1	15	14	1
12	7	16	61	28	12	313	1	15	14	1
12	5	15	59	26	11	322	1	15	14	1
12	5	15	62	31	12	316	1	14	14	1
12	5	16	57	29	13	319	1	15	14	1
12	5	16	62	27	12	314	1	15	15	1
17	5	16	67	33	11	315	2	15	15	1
12	5	15	62	28	13	317	1	15	14	1
11	5	15	60	31	12	312	1	15	14	1
12	5	15	66	27	12	319	1	15	14	1
12	5	15	63	30	12	323	1	16	14	1
12	5	15	61	27	12	323	1	15	14	1
12	5	15	61	32	12	317	1	15	15	1
12	5	16	57	28	12	313	1	15	14	1
12	5	15	55	32	12	330	1	24	14	1
11	5	14	64	27	12	312	1	15	14	1
17	5	16	61	31	12	313	2	16	14	1
12	5	15	60	29	12	311	2	15	14	1
12	5	15	56	31	12	315	1	15	14	1
12	5	15	65	27	12	313	1	15	15	1
12	5	16	66	31	12	310	2	15	14	1
17	5	14	61	29	12	321	1	15	14	1
12	5	15	59	32	12	316	1	15	15	1
12	5	14	62	27	12	313	1	15	14	1
12	5	15	65	31	12	316	1	15	15	1
12	5	15	60	28	13	315	1	15	15	1
17	5	16	59	30	12	318	1	15	14	1
12	5	15	59	28	12	315	1	14	14	1
12	5	15	61	33	12	314	1	15	14	1
12	5	15	60	27	12	314	1	15	14	1
12	5	16	58	32	12	317	1	15	14	1
12	5	14	60	29	12	336	1	15	14	1
12	5	15	61	30	12	313	1	15	14	1
12	13	20	65	32	11	324	1	15	14	1
12	5	15	58	32	12	323	2	14	13	1
12	5	15	66	31	12	313	1	15	15	1
17	5	16	68	33	12	321	2	15	14	1
12	5	15	58	32	11	316	1	15	15	1
12	5	15	63	32	12	319	1	14	13	1
12	5	15	56	31	12	316	1	15	14	1
12	5	16	61	31	12	314	1	15	14	1
12	5	16	57	31	12	317	1	15	14	1
12	5	15	61	32	12	315	1	14	14	1
12	5	15	71	31	12	313	1	15	14	1
12	5	15	57	31	12	314	1	15	14	1
12	5	15	60	32	12	315	1	15	14	1
17	5	15	59	32	12	321	2	14	13	1
11	5	16	59	36	11	316	1	15	14	1
12	5	16	64	31	12	320	1	15	14	1
12	5	15	60	31	12	322	2	15	14	1
12	5	15	64	32	12	314	2	15	14	1
12	5	15	64	31	12	318	1	15	14	1
12	5	16	58	31	12	318	1	15	14	1
12	5	15	59	33	12	326	1	15	13	1
11	5	16	64	32	12	318	1	15	15	1
12	5	15	62	31	12	312	1	15	14	1
17	5	16	65	31	12	317	1	15	14	1
12	5	16	59	33	12	328	1	15	14	1
11	5	14	71	32	12	318	1	15	14	1
12	5	15	63	31	12	314	2	15	14	1
12	5	16	64	30	11	317	1	15	14	1
12	5	15	63	32	12	319	1	14	13	1
12	5	15	57	33	12	312	1	15	15	1
12	5	15	59	31	12	312	1	15	14	1
12	5	16	59	30	12	319	1	15	14	1
12	5	15	57	32	12	312	1	15	14	1
17	5	15	61	32	13	317	2	15	15	1
12	5	16	60	32	12	312	1	15	14	1
12	5	16	59	33	11	314	1	15	14	1
12	5	15	58	32	12	316	1	15	13	1
11	6	16	61	31	12	311	1	15	14	1
12	5	15	68	32	12	314	1	15	14	1
12	5	15	62	31	12	316	1	15	14	1
12	5	15	59	32	12	315	1	14	17	1
12	5	15	61	31	12	312	1	15	15	1
12	5	15	60	32	12	313	1	15	14	1
17	5	15	110	36	13	328	1	15	15	1
12	5	14	68	32	12	314	1	15	14	1
12	5	15	63	31	12	314	1	15	14	1
12	5	15	62	31	11	315	1	15	19	1
12	5	15	56	32	12	317	1	14	13	1
11	5	16	61	32	12	318	1	15	15	1
12	5	15	62	32	12	313	1	15	14	1
12	5	15	63	30	12	317	1	15	14	1
12	5	15	58	32	12	314	2	14	15	1
12	5	15	69	32	12	312	1	15	14	1
17	5	16	63	32	12	318	2	15	14	1
12	5	16	61	31	11	316	1	15	14	1
12	5	15	61	32	18	316	1	14	13	1
12	5	15	60	32	12	312	1	15	14	1
12	5	18	60	32	12	311	1	15	14	1
12	5	16	56	30	12	316	2	15	14	1
12	5	15	66	32	12	312	2	15	14	1
12	5	15	70	33	12	313	1	15	15	1
12	5	16	71	31	12	316	1	15	15	1
12	5	16	55	31	12	325	1	15	14	1
17	6	16	61	32	12	317	2	15	14	1
12	5	15	64	32	12	312	1	15	14	1
12	5	15	61	32	13	317	1	15	14	1
12	5	16	54	31	12	316	1	15	14	1
12	5	14	59	32	12	313	1	15	14	1
12	5	15	60	32	12	322	1	15	14	1
12	5	16	62	32	11	317	1	15	15	1
12	5	15	61	31	12	317	1	15	13	1
11	5	16	60	32	12	313	1	15	15	1
12	5	16	64	32	12	314	1	15	14	1
17	5	16	59	33	12	346	2	15	15	1
13	5	15	71	32	12	317	1	14	13	1
12	5	16	61	33	12	316	1	15	14	1
12	5	15	65	32	12	321	1	15	14	1
12	5	19	55	33	12	326	2	15	14	1
12	5	14	66	31	13	317	1	15	14	1
12	5	15	60	31	12	312	1	15	14	1
12	5	15	62	33	11	312	1	15	14	1
12	5	15	55	32	12	314	1	15	13	1
12	5	16	63	31	12	311	1	15	14	1
17	5	15	61	31	12	308	2	14	13	1
11	5	14	54	31	11	294	1	14	13	1
11	5	14	55	31	11	290	1	15	14	1
11	5	14	55	30	11	288	1	14	13	1
12	5	15	54	31	12	287	1	14	13	1
11	5	14	54	31	11	288	1	14	13	1
11	5	14	63	32	11	289	1	14	13	1
11	5	15	55	30	12	320	1	15	14	1
11	5	14	58	34	12	293	1	15	15	1
11	5	14	59	31	12	322	1	15	15	1
