Datatype: kernel_timings_CPU_n10
NC 	MAXOCCUPANCY 	BIRTH 	INFECTIONS 	NEWINFECTIONS 	PHAGEDECAY 	MOVEMENT 	SWAPZERO 	UPDATEOCCUPANCY 	NUTRIENTDIFFUSION 	SWAPZERO2
5	6	54	324	34	28	253	22	24	37	0
5	6	54	324	34	28	253	22	24	37	0
5	6	54	328	35	28	258	22	24	36	0
5	6	54	327	35	28	258	22	24	37	0
5	6	54	324	34	28	261	23	24	36	0
5	6	54	324	35	28	259	22	28	37	0
5	6	54	324	34	28	260	23	24	36	0
5	6	54	324	35	28	257	22	24	37	0
5	6	54	327	35	28	257	23	24	36	0
5	6	54	324	34	31	258	22	24	37	0
5	6	54	324	34	28	267	23	24	36	0
5	6	54	324	34	28	259	22	24	37	3
5	6	54	324	34	28	260	23	24	36	0
5	6	54	327	35	28	260	22	24	37	0
5	6	54	328	35	28	252	22	24	36	0
5	6	54	324	34	28	264	22	24	37	0
5	6	54	324	35	28	259	26	24	37	0
5	6	54	324	35	28	255	22	24	37	0
5	6	57	324	34	28	261	23	24	36	0
5	6	54	327	35	28	260	22	24	37	0
5	6	54	324	38	28	259	23	24	36	0
5	6	54	323	34	28	264	22	24	37	0
5	6	54	323	34	28	252	23	24	39	0
5	6	54	323	34	28	259	22	24	37	0
5	6	54	327	35	28	257	22	24	36	0
5	6	54	326	35	28	259	23	24	37	0
5	6	54	330	37	28	260	23	24	37	0
5	6	54	324	35	28	263	22	24	37	0
5	6	54	324	35	28	257	23	24	36	0
5	6	57	324	35	28	258	22	24	37	0
5	6	54	327	35	28	247	23	24	36	0
5	6	54	324	38	28	258	22	24	37	0
5	6	54	324	34	28	243	23	24	36	0
5	6	54	324	34	28	254	22	24	40	0
5	6	54	324	34	28	254	23	24	36	0
6	6	54	327	35	28	241	22	24	37	0
6	6	54	327	35	28	261	23	24	36	0
6	6	54	324	34	28	265	22	24	37	0
6	6	54	324	34	28	258	23	24	37	0
5	6	54	324	34	28	255	23	24	36	0
6	6	54	328	35	28	259	22	24	36	0
6	6	54	327	34	28	252	22	24	37	0
6	6	54	324	34	31	256	23	24	36	0
6	6	54	324	34	28	266	22	24	37	0
6	6	54	324	34	28	257	23	24	37	0
6	9	54	324	34	28	254	22	24	37	0
5	6	54	328	35	28	253	22	24	36	0
6	6	54	327	35	28	262	22	24	37	0
6	6	54	324	34	28	265	23	24	36	0
6	6	54	324	34	28	261	22	24	37	0
6	6	54	324	34	28	254	23	24	36	0
6	6	54	327	34	28	255	22	24	37	0
6	6	54	327	34	28	259	22	24	36	0
6	6	54	324	33	31	259	22	24	37	0
6	6	54	324	32	28	250	23	24	37	0
6	6	54	324	32	28	259	22	24	36	0
6	7	57	324	32	28	263	23	24	36	0
6	7	54	328	33	28	262	22	24	37	0
6	7	54	328	33	28	256	22	24	36	0
6	7	54	324	32	28	263	22	24	37	0
6	7	54	324	32	28	265	22	24	36	0
6	7	54	324	32	28	263	22	24	37	0
6	6	54	328	32	28	258	22	24	36	0
6	7	54	327	32	28	243	22	24	37	0
6	7	54	337	32	29	266	36	24	36	0
6	7	54	324	32	28	276	23	25	38	0
6	7	68	324	32	28	254	23	37	43	0
6	7	56	340	32	28	262	22	24	37	0
6	7	71	344	31	28	246	23	24	37	0
6	7	54	346	32	29	267	22	24	37	0
6	7	54	341	32	29	278	23	24	36	0
6	7	54	324	30	28	278	23	25	50	0
6	7	54	324	30	28	277	23	25	37	0
6	7	56	338	30	28	260	22	24	37	0
6	7	71	343	30	28	262	23	24	36	0
6	6	54	348	31	40	259	22	24	37	0
6	7	54	327	31	28	251	22	24	36	0
6	7	54	324	30	28	267	22	24	37	0
6	7	54	324	30	28	264	23	24	37	0
6	6	54	324	30	28	259	22	24	37	0
6	7	65	324	27	28	243	23	24	36	0
6	7	54	327	27	28	277	23	25	38	0
6	7	56	356	28	29	272	23	24	36	0
6	7	68	352	29	30	285	24	38	38	0
6	7	56	334	28	29	287	24	26	38	0
6	7	58	347	28	29	281	24	31	41	0
6	7	59	357	28	29	261	23	25	37	0
6	7	58	352	28	29	247	23	25	38	0
6	7	56	359	40	29	266	23	25	37	0
6	7	56	370	30	31	293	24	26	51	0
6	7	56	354	27	31	290	24	25	37	0
6	7	56	334	25	29	302	36	24	37	0
6	7	54	324	24	28	300	26	28	41	0
6	8	72	339	24	28	252	40	27	40	0
6	8	60	347	24	28	241	23	24	36	0
6	7	55	383	24	28	257	22	24	50	0
6	7	56	364	27	44	270	23	24	37	0
6	7	54	348	25	29	275	22	24	37	0
6	7	54	324	24	55	273	22	24	36	0
6	7	54	324	22	28	281	23	25	38	0
6	7	67	324	22	28	257	22	41	37	0
6	7	56	341	22	28	257	22	24	37	0
6	7	54	361	22	28	255	23	24	37	0
6	7	54	344	22	29	277	22	24	37	0
6	7	54	324	21	28	265	23	24	36	0
6	7	55	324	21	28	263	22	24	37	0
6	7	54	324	17	28	259	23	24	36	0
6	7	55	324	17	28	256	22	24	37	0
6	7	55	328	17	28	260	23	24	36	0
6	7	55	327	17	28	255	22	24	37	0
6	7	54	324	17	28	249	23	24	36	0
6	7	55	324	17	28	260	22	24	37	0
6	11	55	324	17	28	260	23	24	36	0
6	7	55	327	15	28	256	22	24	37	0
6	7	55	338	20	29	279	22	24	36	0
6	7	55	324	15	28	279	23	25	38	0
6	7	56	334	16	29	268	23	29	37	0
6	7	56	334	16	29	257	23	25	38	0
6	7	56	334	16	29	267	23	25	38	0
6	7	56	337	13	29	289	23	26	39	0
6	8	58	348	14	30	287	23	25	37	0
6	7	56	334	13	29	290	24	26	51	0
6	7	57	334	13	29	274	24	26	38	0
6	8	58	357	13	28	263	22	24	37	0
6	24	59	349	12	28	260	23	24	36	0
6	7	55	354	13	41	254	22	24	37	0
6	7	55	344	13	30	275	23	24	36	0
6	7	55	324	12	28	297	36	24	37	0
6	7	55	324	12	28	277	24	26	38	0
6	8	58	336	12	28	257	22	24	55	0
6	8	58	347	12	28	256	23	24	36	0
6	7	55	355	25	28	258	23	24	37	0
6	7	55	346	12	30	291	23	24	36	0
6	7	55	324	11	28	290	24	24	37	0
6	7	55	324	11	28	277	24	26	38	0
6	8	58	339	11	28	253	22	24	37	0
19	11	59	349	11	28	259	22	24	36	0
6	7	55	369	11	29	276	22	24	37	0
6	7	55	345	11	29	272	22	24	36	0
6	7	55	324	10	40	269	35	24	37	0
6	7	55	324	10	28	282	23	25	37	0
6	7	57	337	10	28	259	22	24	52	0
6	7	57	356	10	29	278	22	24	36	0
6	7	55	361	10	28	262	22	37	38	0
6	7	57	338	10	29	262	23	25	37	0
6	7	57	334	10	29	293	24	26	58	0
6	7	56	334	10	29	296	24	26	38	0
6	8	57	334	10	29	284	24	26	39	0
6	8	58	349	10	29	269	23	25	37	0
6	7	60	343	9	28	258	22	24	37	0
6	7	55	345	9	29	274	22	24	36	0
6	7	55	340	9	29	274	22	24	37	0
6	7	55	324	9	28	281	24	25	37	0
6	8	57	334	9	29	283	26	25	38	0
6	7	57	334	9	29	279	22	24	36	0
6	7	55	361	9	28	258	22	24	37	0
6	7	55	344	9	29	266	23	37	36	0
6	7	55	351	9	29	274	23	24	37	0
6	7	55	324	9	28	280	23	25	37	0
6	7	57	342	9	28	246	34	28	38	0
6	8	57	355	9	29	264	23	25	37	0
6	8	57	337	10	29	264	23	25	38	0
6	8	57	337	9	29	266	23	25	37	0
6	8	57	333	9	29	271	23	25	38	0
6	7	57	334	9	29	273	23	25	37	0
6	7	57	334	9	29	261	23	25	38	0
6	8	61	334	9	29	256	24	25	37	0
6	7	57	338	9	29	264	23	25	38	0
6	8	57	338	9	29	266	23	25	38	0
6	8	57	334	9	29	278	23	25	38	0
6	7	57	334	9	29	269	23	25	37	0
6	8	57	334	9	29	260	23	25	38	0
6	8	57	338	9	29	267	23	25	37	0
6	7	57	337	9	29	267	23	25	38	0
6	8	57	334	9	29	260	23	25	37	0
6	7	57	333	9	29	267	23	25	38	0
6	7	57	334	9	29	264	23	25	37	0
6	8	57	334	9	29	268	23	25	38	0
6	8	57	338	9	29	260	23	25	37	0
6	8	57	338	9	42	271	24	26	38	0
6	8	57	334	9	29	288	24	25	37	0
6	8	57	334	9	29	268	23	25	38	0
6	8	57	333	9	29	251	23	25	37	0
6	8	60	334	9	29	267	23	25	38	0
6	8	57	338	9	29	263	23	25	37	0
6	7	57	333	14	29	267	23	25	38	0
6	8	57	334	9	29	269	23	25	37	0
6	7	57	334	10	29	264	28	25	38	0
6	8	57	371	10	31	298	23	25	50	0
11	8	60	358	10	29	265	23	25	38	0
6	8	57	339	9	29	260	23	25	37	0
6	7	57	338	10	29	255	23	25	38	0
6	8	57	334	9	29	265	23	25	37	0
6	8	57	334	10	29	266	27	25	38	0
6	7	57	339	9	28	262	22	24	36	0
6	7	55	349	9	29	258	23	25	38	0
6	8	56	339	9	29	269	23	25	37	0
6	7	57	334	12	29	250	23	25	38	0
6	8	57	334	10	29	273	23	25	37	0
6	8	57	334	9	29	266	23	25	41	0
6	7	57	334	9	29	267	24	25	37	0
6	7	57	338	10	29	263	23	25	38	0
6	7	57	339	11	29	265	23	25	37	0
6	7	57	334	10	29	259	23	25	38	0
6	8	57	334	9	29	269	27	25	37	0
6	8	57	334	10	29	262	23	25	38	0
6	7	57	338	10	29	266	23	25	37	0
6	7	57	339	10	29	253	23	25	38	0
6	7	56	334	9	33	264	23	25	37	0
6	7	57	334	9	29	260	23	25	38	0
6	8	57	334	10	29	265	23	25	40	0
6	7	57	334	9	29	267	23	25	38	0
6	7	57	337	10	29	262	23	25	37	0
6	8	57	337	24	30	272	24	38	38	0
6	7	57	334	11	29	289	24	38	37	0
6	7	57	334	10	29	273	23	25	38	0
6	7	56	334	9	29	261	23	25	37	0
6	8	57	334	9	29	250	23	25	38	0
6	8	57	346	9	29	268	23	24	36	0
6	7	55	342	10	29	274	22	24	37	0
6	7	55	324	10	28	262	23	24	36	0
6	7	55	324	9	28	256	22	28	37	0
6	7	55	324	10	28	259	23	24	36	0
6	7	55	328	10	28	271	23	25	38	0
6	7	56	360	10	29	274	23	24	36	0
6	7	55	341	10	29	269	23	37	37	0
6	7	55	344	11	29	295	24	25	37	0
6	7	69	324	10	28	263	23	29	38	0
6	7	57	340	10	28	251	23	24	36	0
6	7	67	354	9	28	262	22	24	37	0
6	7	55	344	11	29	281	23	24	36	0
6	7	55	324	10	28	269	23	25	38	0
6	8	56	347	10	30	292	25	28	41	0
6	8	74	364	11	30	292	25	40	42	0
7	8	62	383	10	29	276	22	24	54	0
6	8	76	378	9	28	282	23	25	50	0
6	7	74	400	9	28	274	24	25	37	0
6	8	57	415	10	28	252	23	24	37	0
6	7	55	377	11	32	289	24	25	38	0
6	7	57	371	10	32	299	23	25	39	0
6	7	57	334	11	47	306	38	27	51	0
6	8	82	324	10	28	317	25	28	55	0
6	8	57	333	11	29	309	26	28	41	0
6	8	62	366	11	29	260	35	27	55	0
6	8	62	378	10	28	257	23	24	36	0
6	7	87	384	10	28	259	22	24	37	0
6	7	55	384	12	44	275	22	24	36	0
6	7	55	376	11	32	304	23	25	49	0
6	7	55	364	11	32	327	23	24	36	0
6	7	55	362	11	44	307	36	25	38	0
6	7	68	344	10	29	320	26	39	51	0
6	7	55	346	10	41	313	25	27	42	0
7	20	72	339	11	28	317	26	28	42	0
6	8	74	355	10	29	295	24	40	42	0
6	8	62	384	11	28	265	23	25	54	0
6	8	75	383	10	29	271	22	24	37	0
18	8	69	383	24	29	261	23	25	37	0
6	7	57	373	11	42	274	23	25	38	0
6	8	57	378	12	30	275	22	24	36	0
6	7	55	336	14	29	268	23	25	38	0
6	8	57	334	11	29	289	25	26	38	0
6	8	70	334	11	29	282	29	26	39	0
6	8	59	350	11	29	272	24	25	37	0
6	8	61	334	11	29	265	23	25	38	0
6	8	57	365	11	30	284	23	25	37	0
6	8	57	353	13	41	287	23	25	38	0
6	8	57	334	12	29	278	24	25	37	0
